epoch,avg_train_loss,avg_valid_loss,avg_train_acc,avg_valid_acc,training_time,validation_time
1,0.6779648661613464,0.9278424978256226,0.5,0.5,2.0308512090000477,0.6195173350001824
2,0.8043003082275391,0.5042762756347656,0.5,0.5,2.0306153129999984,0.40233157700004085
3,0.4339533746242523,0.47010257840156555,0.8333333134651184,0.5,1.778893987000174,0.396419688999913
